area|bedrooms|contractType|currentPhase|floor|isMarketplace|parkingSpots|price|productType|status|subwayShortestDistance|suits|towerHasElevator|lat|lng|streetType|neighborhood|taxRobberyMurder
34|1|exclusive|ready_to_move|17|1|1|340000.0|market|FOR_SALE|757.814|1|1|-23.5957935|-46.5989596|Rua|Ipiranga|0.0
345|4|exclusive|ready_to_move|16|1|4|2350000.0|market|FOR_SALE|2095.78|4|1|-23.5566916|-46.565076|Rua|Vila formosa|0.0
180|3|exclusive|ready_to_move|12|1|1|1380000.0|market|FOR_SALE|546.503|1|1|-23.5493266|-46.6444398|Rua|Republica|2.27
81|3|exclusive|ready_to_move|4|1|2|640000.0|market|FOR_SALE|2563.69|1|0|-23.6704994|-46.6914258|Rua|Campo grande|0.0
222|3|non_exclusive|ready_to_move|3|1|5|2350000.0|market|FOR_SALE|1314.95|3|0|-23.6069664|-46.6849838|Rua|Brooklin|0.0
112|3|non_exclusive|ready_to_move|6|1|2|1300000.0|market|FOR_SALE|490.095|2|0|-23.5377682|-46.6547377|Avenida|Santa cecilia|0.0
70|3|exclusive|ready_to_move|9|1|2|410000.0|market|FOR_SALE|2261.28|1|0|-23.6241967|-46.7288303|Rua|Vila andrade|0.0
146|3|exclusive|ready_to_move|3|1|1|1250000.0|market|FOR_SALE|879.289|1|1|-23.578491|-46.6491636|Rua|Paraiso|0.0
127|3|non_exclusive|ready_to_move|6|1|2|550000.0|market|FOR_SALE|1810.23|1|1|-23.62807|-46.7302003|Rua|Vila andrade|0.0
192|3|exclusive|ready_to_move|10|1|3|1850000.0|market|FOR_SALE|1177.44|1|0|-23.6235332|-46.6716118|Rua|Campo belo|0.0
96|3|non_exclusive|ready_to_move|17|1|2|730000.0|market|FOR_SALE|1297.63|1|1|-23.4838504|-46.5911375|Avenida|Vila medeiros|2.27
140|3|exclusive|ready_to_move|4|1|2|750000.0|market|FOR_SALE|823.875|1|1|-23.5916874|-46.5809406|Rua|Vila prudente|0.0
51|1|non_exclusive|ready_to_move|22|1|1|495000.0|market|FOR_SALE|1461.08|0|1|-23.5613244|-46.6191736|Rua|Cambuci|0.0
98|3|exclusive|ready_to_move|8|1|2|600000.0|market|FOR_SALE|1116.3|1|0|-23.634279|-46.731188|Rua|Vila andrade|0.0
74|3|exclusive|ready_to_move|19|1|2|650000.0|market|FOR_SALE|2282.0|1|1|-23.6219499|-46.6032066|Rua|Sacoma|2.27
88|3|exclusive|ready_to_move|10|1|2|830000.0|market|FOR_SALE|1986.95|1|1|-23.511722|-46.6555597|Rua|Casa verde|0.0
136|3|non_exclusive|ready_to_move|14|1|1|1300000.0|market|FOR_SALE|199.199|1|1|-23.577488|-46.641607|Rua|Vila mariana|0.0
65|3|exclusive|ready_to_move|4|1|1|485000.0|market|FOR_SALE|888.722|0|1|-23.628856|-46.6327665|Rua|Saude|2.27
237|3|exclusive|ready_to_move|2|1|2|2300000.0|market|FOR_SALE|507.618|1|0|-23.5355332|-46.6604963|Rua|Santa cecilia|0.0
391|4|exclusive|ready_to_move|6|1|5|5200000.0|market|FOR_SALE|279.365|4|0|-23.5922222|-46.6277778|Rua|Chacara klabin|0.0
30|0|exclusive|ready_to_move|24|1|1|700000.0|market|FOR_SALE|359.787|0|1|-23.560256|-46.655966|Rua|Bela vista|0.0
83|2|exclusive|ready_to_move|4|1|0|400000.0|market|FOR_SALE|426.194|0|0|-23.6068253|-46.6374587|Avenida|Saude|2.27
61|3|exclusive|ready_to_move|1|1|1|350000.0|market|FOR_SALE|394.446|1|1|-23.5807072|-46.5583758|Avenida|Agua rasa|2.27
50|2|exclusive|ready_to_move|7|1|1|270000.0|market|FOR_SALE|355.223|0|1|-23.5491235|-46.6191217|Rua|Bras|0.0
67|2|non_exclusive|ready_to_move|10|1|1|750000.0|market|FOR_SALE|824.538|1|1|-23.6114687|-46.6769582|Rua|Campo belo|0.0
56|2|exclusive|ready_to_move|2|1|2|480000.0|market|FOR_SALE|860.815|1|1|-23.6137594|-46.6301418|Rua|Saude|2.27
120|2|exclusive|ready_to_move|0|1|1|1100000.0|market|FOR_SALE|847.442|0|0|-23.5772796|-46.6492126|Rua|Paraiso|0.0
81|3|exclusive|ready_to_move|7|1|1|555000.0|market|FOR_SALE|396.692|0|1|-23.6554925|-46.7170504|Avenida|Santo amaro|0.0
200|3|exclusive|ready_to_move|3|1|3|1400000.0|market|FOR_SALE|831.899|2|0|-23.5333561|-46.6641897|Rua|Perdizes|0.0
191|3|exclusive|ready_to_move|8|1|4|1390000.0|market|FOR_SALE|923.284|3|1|-23.5786511|-46.5899471|Rua|Mooca|0.0
55|2|exclusive|ready_to_move|14|1|1|625000.0|market|FOR_SALE|177.963|0|1|-23.54948469|-46.61594262|Rua|Bras|0.0
84|0|exclusive|ready_to_move|8|1|1|890000.0|market|FOR_SALE|668.106|0|0|-23.6124041|-46.6441521|Avenida|Saude|2.27
112|3|exclusive|ready_to_move|13|1|2|765000.0|market|FOR_SALE|451.588|1|1|-23.5321|-46.65187|Rua|Bom retiro|0.0
24|0|exclusive|ready_to_move|3|1|0|420000.0|market|FOR_SALE|318.814|0|1|-23.5484739|-46.6930056|Rua|Vila madalena|0.0
61|2|exclusive|ready_to_move|8|1|1|480000.0|market|FOR_SALE|2563.69|1|0|-23.6704994|-46.6914258|Rua|Campo grande|0.0
53|1|non_exclusive|ready_to_move|2|1|1|390000.0|market|FOR_SALE|2574.32|0|1|-23.6182276|-46.7384297|Rua|Vila andrade|0.0
204|3|exclusive|ready_to_move|4|1|4|4600000.0|market|FOR_SALE|734.672|3|1|-23.5631042|-46.6644959|Alameda|Jardim america|0.0
86|2|non_exclusive|ready_to_move|5|1|1|560000.0|market|FOR_SALE|1412.84|0|1|-23.5716711|-46.5805698|Rua|Agua rasa|2.27
65|3|exclusive|ready_to_move|7|1|1|410000.0|market|FOR_SALE|1068.78|0|1|-23.5531221|-46.5999568|Rua|Mooca|0.0
83|2|exclusive|ready_to_move|11|1|1|865000.0|market|FOR_SALE|479.544|0|0|-23.5619251|-46.6765315|Rua|Pinheiros|0.0
77|3|non_exclusive|ready_to_move|8|1|2|880000.0|market|FOR_SALE|504.101|1|1|-23.5428222|-46.6877991|Rua|Sumare|0.0
54|2|exclusive|ready_to_move|12|1|1|240000.0|market|FOR_SALE|4384.06|0|1|-23.6106694|-46.473908|Rua|Sao mateus|4.55
131|3|exclusive|ready_to_move|1|1|1|1500000.0|market|FOR_SALE|558.419|1|0|-23.6270542|-46.6935131|Rua|Santo amaro|0.0
60|3|non_exclusive|ready_to_move|14|1|2|515000.0|market|FOR_SALE|1147.98|1|0|-23.5588622|-46.6206691|Rua|Cambuci|0.0
86|3|exclusive|ready_to_move|13|1|2|700000.0|market|FOR_SALE|841.416|1|1|-23.6096492|-46.6138059|Rua|Cursino|0.0
86|3|exclusive|ready_to_move|6|1|2|650000.0|market|FOR_SALE|7626.19|1|0|-23.4889288|-46.731774|Rua|Pirituba|0.0
500|4|exclusive|ready_to_move|21|1|6|2600000.0|market|FOR_SALE|2995.81|4|0|-23.6162355|-46.7327|Rua|Vila andrade|0.0
50|2|non_exclusive|ready_to_move|2|1|1|300000.0|market|FOR_SALE|2503.22|0|1|-23.6089067|-46.7245807|Rua|Morumbi|0.0
94|3|exclusive|ready_to_move|6|1|1|450000.0|market|FOR_SALE|1910.06|1|0|-23.4912209|-46.6388461|Rua|Santana|0.0
67|2|exclusive|ready_to_move|6|1|2|520000.0|market|FOR_SALE|1869.57|1|1|-23.5971915|-46.7379079|Avenida|Vila sonia|4.55
43|2|exclusive|ready_to_move|4|1|1|370000.0|market|FOR_SALE|924.447|0|0|-23.6466372|-46.7126114|Rua|Santo amaro|0.0
198|3|exclusive|ready_to_move|8|1|3|1500000.0|market|FOR_SALE|3386.82|1|0|-23.5222747|-46.7111776|Rua|Lapa|4.55
54|2|exclusive|ready_to_move|3|1|1|450000.0|market|FOR_SALE|1950.54|1|1|-23.5110372|-46.6572728|Rua|Casa verde|0.0
48|1|exclusive|ready_to_move|8|1|1|650000.0|market|FOR_SALE|423.051|1|1|-23.5525464|-46.653629|Rua|Bela vista|0.0
151|3|non_exclusive|ready_to_move|6|1|1|2020000.0|market|FOR_SALE|1209.84|2|0|-23.5723339|-46.6608115|Rua|Jardim paulista|0.0
241|3|exclusive|ready_to_move|10|1|4|2200000.0|market|FOR_SALE|476.107|3|0|-23.5370139|-46.6587265|Rua|Santa cecilia|0.0
100|2|exclusive|ready_to_move|18|1|1|930000.0|market|FOR_SALE|801.198|0|1|-23.5853528|-46.6451728|Avenida|Vila mariana|0.0
84|3|exclusive|ready_to_move|6|1|1|850000.0|market|FOR_SALE|1555.14|1|0|-23.535386|-46.681424|Rua|Perdizes|0.0
94|4|exclusive|ready_to_move|10|1|2|600000.0|market|FOR_SALE|2269.43|1|1|-23.624075|-46.729042|Rua|Vila andrade|0.0
260|3|exclusive|ready_to_move|9|1|2|2800000.0|market|FOR_SALE|824.683|1|0|-23.5657758|-46.6619914|Rua|Jardim america|0.0
103|4|exclusive|ready_to_move|6|1|2|545000.0|market|FOR_SALE|369.076|2|0|-23.646107|-46.758366|Rua|Campo limpo|6.82
120|3|exclusive|ready_to_move|5|1|1|720000.0|market|FOR_SALE|342.666|1|1|-23.5285273|-46.6346001|Rua|Bom retiro|0.0
130|3|non_exclusive|ready_to_move|4|1|1|370000.0|market|FOR_SALE|8581.24|1|0|-23.4874233|-46.7452291|Rua|Sao domingos|0.0
72|3|exclusive|ready_to_move|1|1|2|447000.0|market|FOR_SALE|1539.77|2|0|-23.6301706|-46.7326681|Rua|Vila andrade|0.0
47|2|exclusive|ready_to_move|15|1|1|410000.0|market|FOR_SALE|262.564|0|1|-23.5355005|-46.6315958|Rua|Bom retiro|0.0
171|3|exclusive|ready_to_move|14|1|3|1490000.0|market|FOR_SALE|1342.19|1|1|-23.6345426|-46.7258479|Avenida|Vila andrade|0.0
231|4|exclusive|ready_to_move|12|1|4|2575000.0|market|FOR_SALE|922.42|4|0|-23.6107631|-46.6579595|Avenida|Moema indios|0.0
167|3|exclusive|ready_to_move|13|1|3|1200000.0|market|FOR_SALE|2464.64|1|1|-23.6230037|-46.7261873|Rua|Vila andrade|0.0
64|2|exclusive|ready_to_move|18|1|2|650000.0|market|FOR_SALE|937.906|1|1|-23.5930144|-46.6022861|Rua|Ipiranga|0.0
120|3|exclusive|ready_to_move|5|1|2|1440000.0|market|FOR_SALE|275.67|1|1|-23.6050048|-46.6599912|Avenida|Moema indios|0.0
52|2|exclusive|ready_to_move|5|1|1|320000.0|market|FOR_SALE|1147.46|0|0|-23.6533892|-46.7485703|Rua|Jardim sao luis|0.0
164|3|exclusive|ready_to_move|8|1|2|1675000.0|market|FOR_SALE|334.461|1|1|-23.6079673|-46.6667269|Rua|Moema passaros|0.0
110|3|exclusive|ready_to_move|3|1|2|660000.0|market|FOR_SALE|443.569|1|0|-23.53653|-46.57716|Rua|Tatuape|2.27
57|2|non_exclusive|ready_to_move|10|1|1|408000.0|market|FOR_SALE|1492.35|1|1|-23.63982745|-46.62749908|Avenida|Jabaquara|0.0
165|3|exclusive|ready_to_move|4|1|1|600000.0|market|FOR_SALE|2752.56|1|0|-23.6111567|-46.7242833|Rua|Morumbi|0.0
72|2|non_exclusive|ready_to_move|4|1|1|500000.0|market|FOR_SALE|2355.23|1|1|-23.6240465|-46.7261919|Rua|Vila andrade|0.0
46|2|non_exclusive|ready_to_move|2|1|1|289000.0|market|FOR_SALE|874.874|0|1|-23.5935917|-46.5810138|Rua|Vila prudente|0.0
48|1|non_exclusive|ready_to_move|1|1|1|430000.0|market|FOR_SALE|533.421|1|1|-23.5496953|-46.64376|Rua|Republica|2.27
133|3|non_exclusive|ready_to_move|2|1|1|1190000.0|market|FOR_SALE|393.971|1|1|-23.5674062|-46.6434354|Rua|Bela vista|0.0
53|2|exclusive|ready_to_move|6|1|1|450000.0|market|FOR_SALE|611.446|1|1|-23.6051742|-46.6371873|Avenida|Saude|2.27
47|2|non_exclusive|ready_to_move|0|1|1|300000.0|market|FOR_SALE|1275.98|0|0|-23.65408|-46.74752|Avenida|Jardim sao luis|0.0
106|3|exclusive|ready_to_move|1|1|0|750000.0|market|FOR_SALE|2002.24|1|1|-23.5798256|-46.6713437|Rua|Itaim bibi|0.0
113|4|non_exclusive|ready_to_move|1|1|2|990000.0|market|FOR_SALE|3987.85|1|1|-23.5306491|-46.7260287|Rua|Vila leopoldina|0.0
91|3|exclusive|ready_to_move|11|1|1|1150000.0|market|FOR_SALE|356.124|1|0|-23.5660739|-46.6876589|Rua|Pinheiros|0.0
35|1|exclusive|ready_to_move|10|1|1|280000.0|market|FOR_SALE|1394.49|1|1|-23.5992281|-46.5777236|Avenida|Vila prudente|0.0
77|2|exclusive|ready_to_move|1|1|2|920000.0|market|FOR_SALE|2446.47|2|1|-23.5398084|-46.7137682|Rua|Alto de pinheiros|2.27
161|3|exclusive|ready_to_move|9|1|3|1100000.0|market|FOR_SALE|1165.93|3|1|-23.6336988|-46.731731|Rua|Vila andrade|0.0
220|3|exclusive|ready_to_move|10|1|1|1900000.0|market|FOR_SALE|698.32|1|1|-23.5624152|-46.6476076|Rua|Bela vista|0.0
92|3|non_exclusive|ready_to_move|8|1|2|750000.0|market|FOR_SALE|2294.03|1|1|-23.5761061|-46.614439|Rua|Ipiranga|0.0
75|2|exclusive|ready_to_move|5|1|2|370000.0|market|FOR_SALE|2261.28|1|1|-23.6241967|-46.7288303|Rua|Vila andrade|0.0
37|1|exclusive|ready_to_move|5|1|1|450000.0|market|FOR_SALE|570.391|1|0|-23.5491959|-46.6454769|Rua|Republica|2.27
82|2|non_exclusive|ready_to_move|18|1|1|598500.0|market|FOR_SALE|1068.62|1|1|-23.5589284|-46.6228987|Rua|Cambuci|0.0
50|2|exclusive|ready_to_move|10|1|1|320000.0|market|FOR_SALE|5753.14|0|0|-23.54297|-46.755014|Rua|Jaguare|0.0
123|2|exclusive|ready_to_move|1|1|2|1390000.0|market|FOR_SALE|918.223|0|1|-23.568878|-46.6609247|Avenida|Jardim america|0.0
42|1|non_exclusive|ready_to_move|11|1|1|540000.0|market|FOR_SALE|1802.18|0|1|-23.580098|-46.616903|Rua|Chacara klabin|0.0
100|1|exclusive|ready_to_move|14|1|2|1195000.0|market|FOR_SALE|1744.09|1|1|-23.5537367|-46.5671913|Rua|Vila formosa|0.0
78|3|exclusive|ready_to_move|8|1|2|500000.0|market|FOR_SALE|6718.7|1|1|-23.4964906|-46.7280854|Avenida|Pirituba|0.0
127|3|non_exclusive|ready_to_move|17|1|4|1090000.0|market|FOR_SALE|1865.58|3|0|-23.6271152|-46.7345376|Rua|Vila andrade|0.0
147|3|non_exclusive|ready_to_move|4|1|1|1340000.0|market|FOR_SALE|544.46|1|1|-23.5626587|-46.6804337|Rua|Pinheiros|0.0
64|2|non_exclusive|ready_to_move|3|1|1|310000.0|market|FOR_SALE|2782.24|0|0|-23.5131842|-46.5688302|Rua|Vila maria|2.27
59|3|non_exclusive|ready_to_move|8|1|1|450000.0|market|FOR_SALE|2457.85|1|1|-23.6221672|-46.7300028|Rua|Vila andrade|0.0
77|3|exclusive|ready_to_move|12|1|1|745000.0|market|FOR_SALE|337.656|0|0|-23.586501|-46.632945|Rua|Aclimacao|0.0
170|4|exclusive|ready_to_move|5|1|3|650000.0|market|FOR_SALE|2009.44|1|1|-23.6258826|-46.7339236|Rua|Vila andrade|0.0
94|3|exclusive|ready_to_move|1|1|1|500000.0|market|FOR_SALE|1734.36|1|1|-23.4908725|-46.6360413|Rua|Santana|0.0
65|2|exclusive|ready_to_move|5|1|1|383000.0|market|FOR_SALE|752.019|0|1|-23.650543|-46.635084|Rua|Jabaquara|0.0
58|2|exclusive|ready_to_move|5|1|1|325000.0|market|FOR_SALE|1958.53|0|1|-23.5653615|-46.5676556|Rua|Agua rasa|2.27
80|2|exclusive|ready_to_move|9|1|0|380000.0|market|FOR_SALE|711.299|0|1|-23.5315756|-46.5655308|Rua|Tatuape|2.27
50|2|non_exclusive|ready_to_move|6|1|2|330000.0|market|FOR_SALE|590.555|0|0|-23.5290453|-46.5260993|Rua|Penha|2.27
118|2|non_exclusive|ready_to_move|15|1|2|1000000.0|market|FOR_SALE|1674.37|1|1|-23.503653|-46.6061645|Rua|Vila guilherme|0.0
157|3|exclusive|ready_to_move|15|1|3|980000.0|market|FOR_SALE|1554.24|3|0|-23.5508313|-46.5584724|Rua|Tatuape|2.27
62|2|exclusive|ready_to_move|4|1|0|600000.0|market|FOR_SALE|685.487|0|0|-23.557259|-46.652462|Avenida|Bela vista|0.0
131|3|exclusive|ready_to_move|1|1|2|870000.0|market|FOR_SALE|2804.71|1|0|-23.605428|-46.7053573|Rua|Morumbi|0.0
161|3|non_exclusive|ready_to_move|12|1|3|1390000.0|market|FOR_SALE|1823.0|1|0|-23.5270327|-46.6852281|Rua|Vila romana|0.0
126|4|non_exclusive|ready_to_move|2|1|2|1100000.0|market|FOR_SALE|2949.67|2|1|-23.5371028|-46.7179759|Rua|Alto de pinheiros|2.27
52|2|non_exclusive|ready_to_move|5|1|1|430000.0|market|FOR_SALE|874.993|1|1|-23.5920895|-46.5804658|Rua|Vila prudente|0.0
50|1|exclusive|ready_to_move|20|1|1|590000.0|market|FOR_SALE|1975.46|1|0|-23.6313155|-46.6683839|Rua|Campo belo|0.0
114|2|exclusive|ready_to_move|12|1|1|800000.0|market|FOR_SALE|1028.09|1|0|-23.5281797|-46.6771674|Rua|Perdizes|0.0
81|3|exclusive|set_up|13|1|2|870000.0|home_flipping|FOR_SALE|2084.37|1|1|-23.6353256|-46.6618055|Rua|Campo belo|0.0
56|2|exclusive|ready_to_move|19|1|1|420000.0|market|FOR_SALE|863.509|0|1|-23.56221|-46.630224|Rua|Liberdade|0.0
65|2|non_exclusive|ready_to_move|4|1|1|329000.0|market|FOR_SALE|4199.92|0|1|-23.5795869|-46.7643962|Rua|Rio pequeno|2.27
272|4|exclusive|ready_to_move|10|1|4|2500000.0|market|FOR_SALE|911.982|1|0|-23.6366667|-46.73|Rua|Vila andrade|0.0
67|3|exclusive|ready_to_move|10|1|2|370000.0|market|FOR_SALE|2243.68|0|1|-23.6212721|-46.738692|Avenida|Vila andrade|0.0
111|3|non_exclusive|ready_to_move|5|1|1|860000.0|market|FOR_SALE|903.473|1|1|-23.6058161|-46.6765032|Rua|Vila olimpia|0.0
62|2|exclusive|ready_to_move|8|1|1|580000.0|market|FOR_SALE|2219.6|0|0|-23.5310165|-46.70476|Rua|Vila romana|0.0
165|3|exclusive|ready_to_move|5|1|1|800000.0|market|FOR_SALE|1630.33|1|1|-23.5640727|-46.6226194|Avenida|Cambuci|0.0
65|3|exclusive|ready_to_move|11|1|1|430000.0|market|FOR_SALE|888.722|0|0|-23.628856|-46.6327665|Rua|Saude|2.27
77|2|exclusive|ready_to_move|13|1|0|510000.0|market|FOR_SALE|440.473|0|0|-23.54401|-46.69431|Rua|Vila madalena|0.0
78|3|exclusive|ready_to_move|1|1|2|600000.0|market|FOR_SALE|2301.47|1|0|-23.5601794|-46.5694459|Rua|Agua rasa|2.27
68|3|exclusive|ready_to_move|5|1|1|450000.0|market|FOR_SALE|690.733|1|1|-23.6492046|-46.6348901|Rua|Jabaquara|0.0
212|3|exclusive|ready_to_move|3|1|3|860000.0|market|FOR_SALE|2934.56|3|0|-23.6115094|-46.7327221|Rua|Vila sonia|4.55
104|2|exclusive|ready_to_move|7|1|1|430000.0|market|FOR_SALE|1217.96|0|0|-23.5400192|-46.518838|Rua|Vila matilde|0.0
114|3|exclusive|ready_to_move|2|1|1|1400000.0|market|FOR_SALE|972.973|0|1|-23.5441759|-46.660263|Praça|Higienopolis|0.0
148|2|non_exclusive|ready_to_move|11|1|2|2200000.0|market|FOR_SALE|407.014|2|1|-23.5725279|-46.64769|Rua|Paraiso|0.0
75|3|exclusive|ready_to_move|7|1|2|630000.0|market|FOR_SALE|928.542|1|1|-23.5808729|-46.7169847|Rua|Butanta|4.55
47|2|exclusive|ready_to_move|5|1|1|345000.0|market|FOR_SALE|498.034|0|0|-23.5874449|-46.5876961|Rua|Vila prudente|0.0
210|4|exclusive|ready_to_move|13|1|2|1150000.0|market|FOR_SALE|2835.09|2|0|-23.6161349|-46.7371534|Rua|Vila sonia|4.55
378|4|exclusive|ready_to_move|14|1|2|2800000.0|market|FOR_SALE|525.606|2|1|-23.537261|-46.659181|Rua|Santa cecilia|0.0
360|4|exclusive|ready_to_move|20|1|4|2625000.0|market|FOR_SALE|749.468|4|1|-23.6332678|-46.700377|Rua|Santo amaro|0.0
96|2|exclusive|ready_to_move|1|1|1|1100000.0|market|FOR_SALE|1936.83|0|1|-23.5811958|-46.6745334|Rua|Itaim bibi|0.0
366|4|exclusive|ready_to_move|0|1|5|5000000.0|market|FOR_SALE|2999.58|4|1|-23.5332388|-46.716566|Rua|Alto da lapa|0.0
88|2|exclusive|ready_to_move|1|1|1|790000.0|market|FOR_SALE|291.951|0|1|-23.5708823|-46.6492092|Rua|Paraiso|0.0
187|3|exclusive|ready_to_move|1|1|3|2400000.0|market|FOR_SALE|666.608|3|1|-23.5683954|-46.6576121|Rua|Jardim paulista|0.0
130|3|non_exclusive|ready_to_move|4|1|3|850000.0|market|FOR_SALE|1452.46|3|1|-23.56946|-46.5651942|Rua|Agua rasa|2.27
68|3|exclusive|ready_to_move|2|1|1|375000.0|market|FOR_SALE|506.66|0|1|-23.6303108|-46.6408034|Rua|Jabaquara|0.0
64|2|non_exclusive|ready_to_move|8|1|1|420000.0|market|FOR_SALE|3777.85|0|1|-23.5610283|-46.748531|Avenida|Rio pequeno|2.27
85|3|exclusive|ready_to_move|7|1|1|750000.0|market|FOR_SALE|1905.95|0|0|-23.6059493|-46.6945897|Rua|Brooklin|0.0
326|4|exclusive|ready_to_move|4|1|3|3090000.0|market|FOR_SALE|941.885|2|0|-23.6076324|-46.6540194|Alameda|Moema indios|0.0
63|2|non_exclusive|ready_to_move|16|1|1|500000.0|market|FOR_SALE|629.476|0|1|-23.5278521|-46.6560525|Rua|Bom retiro|0.0
60|2|exclusive|ready_to_move|6|1|1|530000.0|market|FOR_SALE|823.909|1|1|-23.53424|-46.5718489|Rua|Tatuape|2.27
31|1|non_exclusive|ready_to_move|9|1|1|390000.0|market|FOR_SALE|1967.19|0|0|-23.58336|-46.6795658|Rua|Itaim bibi|0.0
120|3|non_exclusive|ready_to_move|21|1|3|1250000.0|market|FOR_SALE|441.197|1|1|-23.5917375|-46.6262612|Rua|Chacara klabin|0.0
53|1|exclusive|ready_to_move|1|1|1|810000.0|market|FOR_SALE|1785.81|1|1|-23.5939537|-46.6762301|Rua|Vila olimpia|0.0
56|2|exclusive|ready_to_move|13|1|1|750000.0|market|FOR_SALE|1583.44|1|0|-23.5367858|-46.6783199|Rua|Perdizes|0.0
52|1|exclusive|ready_to_move|8|1|1|349800.0|market|SOLD|1563.03|0|0|-23.5969983|-46.57488|Rua|Vila prudente|0.0
84|3|exclusive|ready_to_move|7|1|1|790000.0|market|FOR_SALE|970.264|1|0|-23.5343713|-46.6698838|Rua|Perdizes|0.0
125|2|exclusive|ready_to_move|5|1|0|1100000.0|market|FOR_SALE|747.837|1|1|-23.574757|-46.6335084|Rua|Aclimacao|0.0
67|2|exclusive|ready_to_move|1|1|1|390000.0|market|FOR_SALE|1693.36|1|1|-23.6252703|-46.7437939|Rua|Vila andrade|0.0
50|2|exclusive|ready_to_move|4|1|1|350000.0|market|FOR_SALE|416.651|0|1|-23.5496217|-46.6218204|Rua|Bras|0.0
56|2|exclusive|ready_to_move|18|1|1|370000.0|market|FOR_SALE|1827.15|1|0|-23.624624|-46.740695|Rua|Vila andrade|0.0
78|3|exclusive|ready_to_move|9|1|2|920000.0|market|FOR_SALE|1145.44|1|1|-23.6105962|-46.6890653|Rua|Brooklin|0.0
60|2|exclusive|ready_to_move|1|1|1|550000.0|market|FOR_SALE|1450.36|1|1|-23.5186888|-46.6555435|Rua|Bom retiro|0.0
55|1|exclusive|ready_to_move|14|1|1|420000.0|market|FOR_SALE|1363.82|1|1|-23.5974737|-46.5771304|Rua|Vila prudente|0.0
72|3|exclusive|ready_to_move|13|1|1|480000.0|market|FOR_SALE|906.198|0|1|-23.5494194|-46.5845908|Rua|Belem|0.0
46|1|exclusive|ready_to_move|4|1|0|320000.0|market|FOR_SALE|289.973|0|1|-23.5663943|-46.6391965|Rua|Aclimacao|0.0
122|3|exclusive|ready_to_move|10|1|3|1500000.0|market|FOR_SALE|1899.29|0|0|-23.5298209|-46.6862798|Rua|Vila romana|0.0
65|2|exclusive|ready_to_move|14|1|1|410000.0|market|FOR_SALE|2913.19|1|1|-23.6593719|-46.6659119|Avenida|Cidade ademar|0.0
103|3|non_exclusive|ready_to_move|2|1|2|750000.0|market|FOR_SALE|1249.93|1|1|-23.6296684|-46.7420737|Rua|Vila andrade|0.0
121|3|non_exclusive|ready_to_move|10|1|1|780000.0|market|FOR_SALE|2505.22|1|1|-23.5247342|-46.6976854|Rua|Vila romana|0.0
70|2|non_exclusive|ready_to_move|5|1|1|510000.0|market|FOR_SALE|629.163|0|0|-23.486755|-46.6171698|Rua|Santana|0.0
65|2|exclusive|ready_to_move|14|1|1|910000.0|market|FOR_SALE|596.704|1|1|-23.622119|-46.686306|Rua|Brooklin|0.0
43|1|exclusive|ready_to_move|22|1|1|850000.0|market|FOR_SALE|1972.32|1|1|-23.5881952|-46.6721081|Rua|Vila olimpia|0.0
128|2|exclusive|ready_to_move|2|1|1|1350000.0|market|FOR_SALE|1273.48|1|1|-23.5377764|-46.6676296|Rua|Perdizes|0.0
132|3|exclusive|ready_to_move|11|1|1|852000.0|market|FOR_SALE|634.025|1|1|-23.5716022|-46.6528257|Avenida|Paraiso|0.0
125|2|non_exclusive|ready_to_move|2|1|1|1100000.0|market|FOR_SALE|659.667|0|0|-23.5473605|-46.6584986|Avenida|Higienopolis|0.0
74|3|non_exclusive|ready_to_move|2|1|2|550000.0|market|FOR_SALE|1784.94|1|1|-23.5035525|-46.6044873|Rua|Vila guilherme|0.0
96|3|exclusive|ready_to_move|9|1|2|1150000.0|market|FOR_SALE|2044.18|1|1|-23.581725|-46.6734551|Rua|Itaim bibi|0.0
48|2|exclusive|ready_to_move|17|1|2|700000.0|market|FOR_SALE|359.253|1|1|-23.579235|-46.64129|Rua|Vila mariana|0.0
66|2|exclusive|ready_to_move|3|1|1|469000.0|market|FOR_SALE|8231.57|1|1|-23.4870542|-46.7392118|Rua|Sao domingos|0.0
70|3|exclusive|ready_to_move|6|1|1|450000.0|market|FOR_SALE|5091.03|0|0|-23.5456315|-46.7491182|Rua|Jaguare|0.0
108|2|exclusive|ready_to_move|1|1|1|1200000.0|market|FOR_SALE|725.019|1|1|-23.5634452|-46.6633479|Rua|Jardim america|0.0
76|3|exclusive|ready_to_move|3|1|1|440000.0|market|FOR_SALE|3201.15|1|0|-23.6116622|-46.7436448|Rua|Vila sonia|4.55
58|2|exclusive|ready_to_move|6|1|1|630000.0|market|FOR_SALE|1816.92|1|0|-23.5302577|-46.6937538|Rua|Vila romana|0.0
52|2|exclusive|ready_to_move|5|1|1|325000.0|market|FOR_SALE|1657.46|0|1|-23.5859942|-46.7401001|Rua|Vila sonia|4.55
51|2|exclusive|ready_to_move|10|1|1|343470.0|market|FOR_SALE|3833.33|0|0|-23.5687308|-46.5107078|Rua|Aricanduva|0.0
314|4|non_exclusive|ready_to_move|3|1|2|3490000.0|market|FOR_SALE|566.718|1|0|-23.5378734|-46.6589176|Rua|Santa cecilia|0.0
66|2|exclusive|ready_to_move|0|1|2|460000.0|market|FOR_SALE|4523.66|1|1|-23.5818381|-46.7679704|Rua|Rio pequeno|2.27
